bad,0.04868194333420276
worst,0.04615214639623652
waste,0.032912119290982034
awful,0.025101397985089827
great,0.022398581920481452
terrible,0.017528112636054985
worse,0.017110752455062845
excellent,0.01695399199393017
stupid,0.015033348481039474
boring,0.014673260586613097
wonderful,0.014530584686795203
nothing,0.014119616435991557
poor,0.013859250665422736
horrible,0.013672114251465401
supposed,0.012907621715585607
perfect,0.01222940534288832
best,0.011987411038753499
love,0.011921719337450246
poorly,0.01189575853281201
favorite,0.011336786199953252
crap,0.011288614674767269
well,0.01122577204892903
minute,0.010848904745542783
lame,0.010839961064146844
beautiful,0.010520606013909169
money,0.010324290227723852
amazing,0.010290257725469595
performance,0.010262278421833831
pointless,0.01005433882200598
loved,0.009780127673734262
plot,0.009478195472905118
fantastic,0.009449304948843645
ridiculous,0.009221379063712528
mess,0.00879233150534427
script,0.008662480586277098
life,0.008498907483626658
wasted,0.008386579506664528
even,0.008255778941798816
acting,0.00812836971084615
superb,0.008024579644177608
badly,0.007944724429147329
laughable,0.007862750815316817
annoying,0.007782263009832912
also,0.007699390168019436
today,0.007685265599237268
brilliant,0.007582747725643709
dull,0.00755544927885467
redeeming,0.007520946945656376
pathetic,0.0073067241858497415
Why,0.007045901336586197
beautifully,0.006668654892527806
suck,0.006509941125365857
least,0.006502366105780218
highly,0.006411539561058107
Avoid,0.006394239888862345
unfunny,0.0062662469580907244
cheap,0.006069075795591391
always,0.006024090621933938
decent,0.005928419337604329
garbage,0.0058933062134193465
wonderfully,0.005770340922401908
movie,0.005711585402924403
fails,0.005565110390401919
couldnt,0.005443724121937628
guy,0.005431125691718379
dont,0.005332087523682852
touching,0.005228072790744022
young,0.0052145666451285325
could,0.005126194161450247
terrific,0.00511082049283689
attempt,0.005103534668579214
perfectly,0.005072928843212065
enjoyed,0.0048980525202033
instead,0.004827041322089836
year,0.0048084267644777755
unless,0.004720077079401096
Oh,0.004715382038539178
role,0.004679439019008963
outstanding,0.00467249344238248
save,0.004663539541261528
wooden,0.00465241654349916
bother,0.004614892908009677
excuse,0.004597161390320213
predictable,0.004536160331460353
family,0.0045108775450402715
lack,0.004490270990351007
dumb,0.004472599584557293
gore,0.004443618317177564
heart,0.004414787967806275
lousy,0.004389721073223036
zombie,0.004389151875908028
didnt,0.004383530323600596
powerful,0.0043719048075965255
unique,0.0043452949989486005
disappointing,0.004283021636426022
Im,0.004271554149020354
greatest,0.00424802890434015
Dont,0.004245442463484483
especially,0.004200899887529636
someone,0.0041909848379457154
anything,0.004187216739229389
bored,0.0041724520718708965
Unfortunately,0.004165575892591587
true,0.004158146883883692
strong,0.004143912486653349
reason,0.004142754346062707
low,0.004090185530526924
gem,0.0040524645319381285
story,0.004042895846150327
better,0.004002654002654867
still,0.003994510708379728
trash,0.003938228891809682
Great,0.0039316868711693695
relationship,0.003922751389945672
memorable,0.003920353868604968
beauty,0.0038970964265725417
delightful,0.0038916949484577457
would,0.0038563080087382407
joke,0.00383506839178302
whatsoever,0.00382057477527794
stunning,0.003785213735558479
wasnt,0.00377652855103868
classic,0.003776433304980138
rare,0.003769130260229162
incredible,0.0037632275938716377
atrocious,0.003743946605152915
like,0.003726894598184297
wa,0.0036892378298168304
bunch,0.0036828182370627414
thing,0.003676735223984268
insult,0.003650548939858585
idea,0.0036316091767288486
world,0.003630656406808312
job,0.0036150790725023823
half,0.003614806616646574
definitely,0.003586078778452092
incoherent,0.0035253221757498812
How,0.003489372409199446
Oscar,0.003458658928982267
subtle,0.0034586118360666373
Highly,0.003458327511085891
portrayal,0.003454237362541307
amateurish,0.003453661479860787
mediocre,0.003442359137089699
moving,0.0034045939169124917
No,0.003377669221522073
stinker,0.0033634597694801364
guess,0.003360836133027034
remotely,0.0033561878862612944
masterpiece,0.003338353780257537
finest,0.003311359954310381
different,0.0033049192825274926
dreadful,0.003297685066658426
OK,0.00329665957106343
weak,0.003288159017248336
underrated,0.003273975249153786
disappointment,0.0032340822643071123
flat,0.003213915251761481
fake,0.0031987234706123847
flawless,0.0031853698414606685
play,0.0031798724473802663
MSTK,0.0031660289841762192
simple,0.0031627051572250273
fun,0.0031613696240543497
hour,0.0031474870014714133
unwatchable,0.0031352801182480926
budget,0.0031247385654380824
refreshing,0.003114173791522189
uninteresting,0.003080395294823376
unbelievable,0.003039089879051333
embarrassing,0.003035700379657821
magnificent,0.0030009998473964957
horror,0.0029960420905766473
plain,0.0029841999881432
brilliantly,0.002944441117906981
favourite,0.002919163560724323
try,0.002916111381926547
either,0.0029045611321158976
nudity,0.0028852424893337208
fine,0.00286686047905341
kill,0.002861968700552734
looked,0.0028484442539175063
father,0.0028397095376103726
fascinating,0.00283878717243893
atmosphere,0.0028246073079899363
tedious,0.002820718733014175
pile,0.0028163386959462605
total,0.0028086513614758992
failed,0.0028083211474418633
nonexistent,0.002807770893375763
enjoyable,0.0027804354002253194
bland,0.002776588126099397
remarkable,0.0027757364441428596
NOT,0.0027667426199194317
sorry,0.002765080993901014
hoping,0.00276500989047363
unconvincing,0.002761113199009175
crappy,0.0027535174431471015
silly,0.0027452836202651433
dream,0.002727100904802025
played,0.0027191048691763476
trying,0.002719022072497263
breathtaking,0.0027020583168839603
flick,0.002699447123105673
friendship,0.002694947465160027
wrong,0.002681219679995303
Excellent,0.002668147620066846
saying,0.002649795082331252
cant,0.0026493667539765078
wasting,0.002635443900290954
James,0.002631496171974124
provides,0.0026292257422379653
John,0.002622128059003404
solid,0.0025952331940738366
lovely,0.0025939012405985467
noir,0.002591995788183467
I,0.002585911465956463
emotion,0.00258538092874972
realistic,0.0025617697849797563
nowhere,0.0025485079043233855
supporting,0.0025454100964289583
horrid,0.002529709871795418
Arthur,0.0025285601403909987
gripping,0.0025253136156001984
WORST,0.002524349181581793
complex,0.0025239457395472
awesome,0.0025152820255785356
ugly,0.0025125670993760437
look,0.0025092880442115443
episode,0.002504867441961282
tried,0.0025018357714671233
random,0.0024939200020979734
NO,0.0024786075321381277
Best,0.0024778647059719894
boredom,0.0024758009707648897
BAD,0.0024744336497805938
paid,0.0024682003145779017
adventure,0.0024680301387680634
superbly,0.0024676278206698533
recommended,0.002458978181002285
Well,0.0024550823077145695
uninspired,0.002451884431786401
perfection,0.0024514113081390014
honestly,0.0024493629904856137
Worst,0.0024476401936210247
mean,0.002445938878244338
oh,0.002438806907311052
rubbish,0.002432812819086542
